country_code,data_level,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
MMR,national,0.035862526103496335,0.035980577827431734,0.036100732112890596,0.0362137908201661,0.036309096626424,0.03637958044137513,0.03644144761596725,0.036509550397565024,0.036523585057666216,0.03654493414814569,0.036640893907474006,0.03673517265481825,0.03679510022618246,0.036862569088083615,0.03693619521569913,0.0370171665864963,0.037098675944147216,0.03716080467606065,0.03725647761868807,0.03738640704500669,0.037563966854008445,0.037792980020418546,0.038059854688029485,0.038366750507207704,0.03867408438774145,0.03901173515125363
MNG,national,0.0018839602425991117,0.0018934490314128358,0.0019052033222208447,0.001917647928901483,0.0019278320495337063,0.0019379055800183057,0.001950506911707184,0.001966673652154774,0.0019878473235399865,0.002013971104017681,0.002039761745173418,0.0020640651305948833,0.002089410977767159,0.002118861157289099,0.0021521103596354465,0.0021856811139904933,0.0022178789596531386,0.002247556736386708,0.002279408099686675,0.0023137119871756147,0.002350527562281993,0.0023886058437282073,0.002424473047132747,0.0024607135090584206,0.0024948392024123542,0.002530464485411075
MYS,national,0.01818281903213084,0.018490489640943273,0.01881680340057726,0.01914785209440085,0.019479696169355628,0.019809719808405866,0.020143153511313582,0.020478702008592652,0.02080561221100786,0.021119070300773805,0.021414249078312103,0.0216739042947474,0.021897066746309073,0.022126684007464356,0.02236790581841026,0.022626999736317533,0.022899001495965778,0.023166222103091598,0.023454096320817207,0.023747387681085037,0.024009218816431487,0.024266088227154117,0.02456193207132633,0.024892944934924596,0.025229880137989543,0.025586396974940737
NRU,national,4.942044016226324e-07,4.2772661885235564e-07,3.5848441869381575e-07,2.8252308216491893e-07,1.8826213605009463e-07,8.360754691115883e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5852667384585973e-07,3.2588357955517373e-07,5.175550801524613e-07,7.146234306856134e-07,8.81588241539312e-07,1.0726804319750804e-06,1.2810117725279303e-06,1.4595588937698761e-06,1.6331132582270719e-06,1.8018716662013008e-06
PHL,national,0.06305529646080206,0.06399537324342329,0.06487026729661213,0.06575813219892244,0.06665149952828299,0.06750429002595869,0.06826717898496891,0.06910000218685387,0.06997277506785213,0.07089144423231032,0.0720097519213418,0.07303843657758538,0.07396746721212376,0.07487060709352338,0.07563249926691289,0.07631417241274085,0.07690329916850526,0.0774305286738906,0.07802858285472516,0.07870383824152273,0.07942150868419588,0.08007276633562266,0.08069478096004486,0.08143571844887489,0.08221211662242194,0.08307067289525163
PNG,national,0.004377763964835152,0.00449651460753157,0.004619200601817706,0.00474569078661299,0.004874928420266862,0.005005687384202589,0.005139309520702759,0.005276164359687594,0.00541503047890965,0.005555997813255185,0.005698967436564837,0.005835764072716031,0.005960156398234916,0.006082747698319844,0.006205272882831563,0.006328440074886278,0.006449721136088326,0.006566264055839554,0.006689550542757054,0.006818352148282594,0.006948777025251425,0.007082312014704947,0.007218120362886092,0.007357919930632121,0.0074997273495768305,0.00764947162848563
SLB,national,0.0003412901150147964,0.00034559288662453213,0.00034993077740071144,0.0003542862735217493,0.00035862008002214807,0.0003629181169316129,0.00036731986215885105,0.00037191388214988344,0.0003765393772587028,0.00038169014543252004,0.0003909149819722315,0.00040359624509018945,0.00041600017063613817,0.00042870845098939224,0.00044186050068191967,0.0004554563427222894,0.0004694183779555055,0.0004833125651309221,0.0004978437881879772,0.0005097310901226178,0.0005202355679467586,0.0005327270884335011,0.0005460225934163637,0.0005601395739238097,0.0005745719706320046,0.0005898252260741441
THA,national,0.04989426734425554,0.050038946946059225,0.05018533031352203,0.050340700910505534,0.05049300899976957,0.050630490647590766,0.05076822810361459,0.050909513435030085,0.0510399552026087,0.05116324117829999,0.05125937243104969,0.0512980167857145,0.0512678112869084,0.051227322964229056,0.051175903322170986,0.05111417165845545,0.05105201002923326,0.050959108643405096,0.05087532789689627,0.050799134435314246,0.050762960019857736,0.05077859443554879,0.050791045376193035,0.05082059236479124,0.05085885525613854,0.05094066265734832
TLS,national,0.0005825466063896118,0.0006311035497571475,0.0006791178812491184,0.0007041212561747739,0.0007092683387751584,0.0007197697009410205,0.0007372659438654489,0.000754903928747475,0.0007718445371753192,0.0007878054554778497,0.0008033490702619132,0.0008179097638743941,0.0008304791251812362,0.0008422485093802801,0.0008537096865200914,0.0008654403200565752,0.0008772159966355451,0.0008887196166016787,0.00090194879869082,0.0009166246009077654,0.0009323674407830889,0.0009487345091899989,0.00096256669178139,0.0009743175875278683,0.000987243579873008,0.0010023222362689648
TON,national,7.37607989364113e-05,7.367433757298421e-05,7.36111436738797e-05,7.355612630133847e-05,7.349553184201575e-05,7.342967039772632e-05,7.339303475592343e-05,7.33802534137191e-05,7.323547113311056e-05,7.300432012624911e-05,7.277967184561944e-05,7.24685467570622e-05,7.177259977498127e-05,7.08325349503903e-05,6.988158461357713e-05,6.895029588620667e-05,6.816214629897826e-05,6.767420171742781e-05,6.759297862222559e-05,6.754683178631579e-05,6.75400059163217e-05,6.747336927095525e-05,6.730799832989488e-05,6.718720325905904e-05,6.709107483135459e-05,6.70455604182679e-05
TUV,national,0.0,0.0,0.0,0.0,0.0,0.0,1.6780955576656687e-08,1.2292516548117383e-07,2.3553480526466524e-07,3.342723044870277e-07,4.2685366870228873e-07,5.070538091792146e-07,4.925490935552191e-07,3.5503926964290905e-07,1.7640422122821913e-07,6.522452601673319e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWN,national,0.017552956314257025,0.017557194876180435,0.01753204757176959,0.01749823629726863,0.017460876412216008,0.017421526224933787,0.017394682413878766,0.01737029486666482,0.017351254982400036,0.017321561898324876,0.017289695142358227,0.01722672863940775,0.017170158017717135,0.01711648426840839,0.017043632063545568,0.016995053240048404,0.016931680631269354,0.01686114549964757,0.016798100599090038,0.016750638246630808,0.016705830716415293,0.01662287550878879,0.01641188237118534,0.016561610514399704,0.01661024022596371,0.016573177388741124
VNM,national,0.06109797300037169,0.0612968216309566,0.06151452120762073,0.06174688034461731,0.06197925535819347,0.062190494257595895,0.06266761133072882,0.06345317747818538,0.06429328580762361,0.0649389694189848,0.06536999227096585,0.06576697269207883,0.06609173569724368,0.06643238583771152,0.06682136208874925,0.06726264751137133,0.06772633269357492,0.06816059764258069,0.06859855249867255,0.06902096992770906,0.06949862852826735,0.07004277805664244,0.07058004017615482,0.07112948388188485,0.07166822073610761,0.07226624704430804
VUT,national,0.00013997468482304364,0.00014266333889276773,0.00014545563864386962,0.0001482865861832141,0.0001511459473013666,0.0001540373171623758,0.0001570460983055563,0.0001603004861659943,0.00016373217086358197,0.00016729765459287324,0.0001705956943366125,0.00017351054218622935,0.00017620703824253734,0.00017896106491411618,0.000181869836314042,0.00018490935710658888,0.00018818341164346858,0.0001916897350878845,0.0001956928511604571,0.00019989850088335446,0.00020442287987635735,0.00020934898616752456,0.00021460240006173555,0.00022016939072009082,0.0002257905058466044,0.0002316731775102412
WSM,national,0.00013633467932647693,0.00013647938694924975,0.0001365583521563752,0.0001363988841875056,0.00013612972725297743,0.0001357955311014475,0.0001355252855492023,0.00013562212099967177,0.00013595944666203776,0.00013633577628647696,0.00013678753817713616,0.00013725768179123274,0.00013752310381091783,0.00013772516098083833,0.00013798527709667644,0.0001382962872302482,0.0001387605593446513,0.0001393392238860236,0.0001403180220130704,0.0001415032532496458,0.0001428293425571067,0.00014414630082088884,0.00014535765922334763,0.00014662718722662334,0.00014789079050697511,0.0001492530208339359
