country_code,country_name,year,poverty_215,poverty_365,poverty_685,gini_index,gdp,cpi,population,pce,gdp_per_capita,gdp_growth,population_growth,cpi_growth,gdp_per_capita_growth,poverty_gap_215_365,poverty_gap_365_685,years_since_2000,decade
FJI,Fiji,2002,5.4,14.9,52.4,38.1,4086.10434130576,0.5829250893285607,858049,,0.00476208741144825,3.785226774541295,5.285245947492512,26.24207183604841,-1.4247192561997468,9.5,37.5,2,2000
FJI,Fiji,2008,3.8,11.5,48.9,40.4,4240.77265686856,0.7358967100205109,903399,,0.004694241035100283,3.785226774541295,5.285245947492512,26.24207183604841,-1.4247192561997468,7.7,37.4,8,2000
FJI,Fiji,2013,1.6,7.9,46.7,36.7,4630.35126544716,0.8858006656356577,916352,,0.005053026855888523,9.186500670994914,1.4338072103245558,20.370244026633678,7.643106054961568,6.300000000000001,38.800000000000004,13,2010
FJI,Fiji,2019,4.7,15.1,61.3,30.7,5701.10435269429,1.0210559266601942,914899,,0.006231402977480892,23.124662166288722,-0.15856352144154595,15.269266130825976,23.320203022850627,10.399999999999999,46.199999999999996,19,2010
FSM,"Micronesia, Fed. Sts.",2005,15.8,29.2,64.9,42.4,2883.475195960013,0.6446989196965038,111412,,0.025881190499766747,-1.312827802611194,-2.953900836534662,44.66136608351621,1.6910242122758934,13.399999999999999,35.7,5,2000
FSM,"Micronesia, Fed. Sts.",2013,26.1,43.8,78.1,40.1,2845.6201319060524,0.9326302643586336,108121,,0.026318847697543054,-1.312827802611194,-2.953900836534662,44.66136608351621,1.6910242122758934,17.699999999999996,34.3,13,2010
IDN,Indonesia,2000,65.7,84.3,97.6,30.3,1828.10265968361,0.25946667855691,216077790,1161.38914955523,8.460391323345217e-06,2.2148134392144803,1.3976966350868425,9.118880489514813,0.8058534180202637,18.599999999999994,13.299999999999997,0,2000
IDN,Indonesia,2001,62.3,81.9,96.8,31.2,1868.59172307292,0.2831271348846282,219097902,1185.40135401011,8.528569676002284e-06,2.2148134392144803,1.3976966350868425,9.118880489514813,0.8058534180202637,19.60000000000001,14.899999999999991,1,2000
IDN,Indonesia,2002,46.8,73.1,94.9,30.2,1926.37435868149,0.3269397934388887,222088495,1214.29658945001,8.673904331160828e-06,3.09230929876676,1.3649573878621535,15.474553003234304,1.7040917842001901,26.299999999999997,21.80000000000001,2,2000
IDN,Indonesia,2003,45.5,71.3,95.4,29.3,1991.91820506473,0.3528131507681414,225048008,1244.97750507858,8.851081254914862e-06,3.40244595178798,1.3325827616599506,7.9137987631012985,2.0426432779242054,25.799999999999997,24.10000000000001,3,2000
IDN,Indonesia,2004,45.4,71.7,94.8,30.4,2065.70617470842,0.3614145677845113,227926649,1290.31293716671,9.063030513419341e-06,3.704367451237389,1.2791230749307436,2.437952496283935,2.3946143120851637,26.300000000000004,23.099999999999994,4,2000
IDN,Indonesia,2005,41.1,68.6,94.6,29.9,2155.4478015921,0.3896572284010177,230871650,1324.21378681367,9.336130276680138e-06,4.344355842202363,1.2920827875638086,7.814477648102347,3.0133382300371547,27.499999999999993,26.0,5,2000
IDN,Indonesia,2006,46.8,71.8,95.3,31.5,2244.0802226202,0.4587750243092828,233951652,1348.24831516667,9.59206829033291e-06,4.112018902180448,1.3340754484147288,17.73810181627946,2.7413714897708275,25.0,23.5,6,2000
IDN,Indonesia,2007,41.1,66.0,92.6,33.2,2355.1528565328,0.4897725806201485,237062337,1397.17441631853,9.934740736706734e-06,4.9495839227579275,1.329627285555568,6.756591939052181,3.5724562836898954,24.9,26.599999999999994,7,2000
IDN,Indonesia,2008,38.0,63.4,92.4,32.6,2464.60193418272,0.5433496198872685,240157903,1452.75957072601,1.0262422778494697e-05,4.647217582770757,1.3058025324368616,10.93916674536597,3.2983451755036697,25.4,29.000000000000007,8,2000
IDN,Indonesia,2009,37.9,63.8,92.1,33.4,2546.21969707767,0.5675757923679614,243220028,1504.16949130582,1.0468791234074152e-05,3.311600212714061,1.2750465263681177,4.458671101255063,2.010913602311426,25.9,28.299999999999997,9,2000
IDN,Indonesia,2010,34.1,56.7,88.9,34.6,2670.8129098953,0.6117023532509781,246305322,1555.72852130272,1.0843504672202333e-05,4.893262469088078,1.2685197125295922,7.774567110925923,3.5793381465909047,22.6,32.2,10,2010
IDN,Indonesia,2011,31.2,53.6,85.8,37.9,2799.62468790318,0.6513888381037731,249470032,1613.71450521643,1.1222288566921657e-05,4.822942765127247,1.2848727645438318,6.487875131078957,3.4931869923046976,22.400000000000002,32.199999999999996,11,2010
IDN,Indonesia,2012,26.6,49.9,84.7,37.1,2930.518445323,0.6530233442971578,252698525,1680.97454607929,1.1596895729102495e-05,4.675403741987094,1.2941406124483912,0.25092634349443976,3.3380638890806447,23.299999999999997,34.800000000000004,12,2010
IDN,Indonesia,2013,27.2,49.7,82.6,38.9,3055.24246006469,0.7124352431370965,255852467,1751.19993192339,1.1941422710865204e-05,4.256039232264341,1.2481046337725843,9.097974729200997,2.970855216867352,22.500000000000004,32.89999999999999,13,2010
IDN,Indonesia,2014,25.7,47.7,82.0,38.8,3170.72103011429,0.7746245687532606,258877399,1822.18491822482,1.2247963871555624e-05,3.779685951574363,1.1822954202743707,8.729119764250171,2.5670405286926767,22.000000000000004,34.3,14,2010
IDN,Indonesia,2015,21.6,43.4,81.9,38.2,3288.22269725538,0.837784697328579,261799249,1889.08452808832,1.2560092169154313e-05,3.7058342889552343,1.1286616797320237,8.153643858336835,2.5484096856585925,21.799999999999997,38.50000000000001,15,2010
IDN,Indonesia,2016,18.0,38.7,77.5,36.9,3416.81005170972,0.8582572684687136,264627418,1963.17227478231,1.291177640447567e-05,3.9105427549560368,1.0802815557350964,2.443655417127455,2.800013173351079,20.700000000000003,38.8,16,2010
IDN,Indonesia,2017,14.8,34.1,74.1,36.4,3553.51999262321,0.8831619233961799,267346658,2040.00779611304,1.3291806298260179e-05,4.001098651798984,1.0275730385579385,2.9017703481731827,2.9432812486806847,19.3,39.99999999999999,17,2010
IDN,Indonesia,2018,12.5,30.3,71.2,36.3,3701.32155461912,0.9169173279302166,269951846,2124.1022373389,1.371104368969242e-05,4.159300139094002,0.9744606569946246,3.822108227246823,3.1541039797361226,17.8,40.900000000000006,18,2010
IDN,Indonesia,2019,10.8,28.3,70.4,35.4,3850.90321738979,0.9399410955801908,272489381,2212.91942341128,1.4132305645297018e-05,4.0413041818535556,0.9399954242209629,2.510997114859448,3.0724280743215093,17.5,42.10000000000001,19,2010
IDN,Indonesia,2020,9.8,26.4,69.4,35.3,3739.44906563161,0.9717049236724422,274814866,2135.69429118373,1.3607157138404624e-05,-2.894234039818988,0.8534222476728415,3.3793424121588034,-3.715943598114535,16.599999999999998,43.00000000000001,20,2020
IDN,Indonesia,2021,8.6,24.2,68.5,35.5,3850.68877253903,0.9693998497867136,276758053,2163.23260783198,1.391355637459637e-05,2.9747619222788124,0.707089477466627,-0.23721953337613177,2.2517505535889493,15.6,44.3,21,2020
IDN,Indonesia,2022,7.9,23.7,70.3,35.5,4024.91225288391,1.0258827718797132,278830529,2253.55713335175,1.4434976927809471e-05,4.524475766188751,0.7488403598503446,5.826586635579423,3.747572074132832,15.799999999999999,46.599999999999994,22,2020
IDN,Indonesia,2023,6.7,21.9,69.6,36.1,4192.65167890692,1.0849669200543297,281190067,2344.94992417129,1.4910383299232687e-05,4.16753001019643,0.8462265622284137,5.759346954073252,3.2934335385554236,15.2,47.699999999999996,23,2020
IDN,Indonesia,2024,5.4,19.9,68.3,34.9,4367.86266621191,1.114301314095147,283487931,2444.81220280054,1.5407578907519385e-05,4.179001756489109,0.8171924508272088,2.703713219141135,3.3345595368583503,14.499999999999998,48.4,24,2020
JPN,Japan,2008,1.0,1.7,3.7,34.6,33557.6454041595,0.9705662441699152,128063000,18540.5302746562,0.0002620401318426048,-5.681452340416526,-0.0124938506828709,-1.3528339139336598,-5.669666849444043,0.7,2.0,8,2000
JPN,Japan,2009,0.9,1.5,3.2,33.0,31651.0837739562,0.9574360948615924,128047000,18373.1621743749,0.00024718332935528517,-5.681452340416526,-0.0124938506828709,-1.3528339139336598,-5.669666849444043,0.6,1.7000000000000002,9,2000
JPN,Japan,2010,0.7,1.0,2.0,31.5,32942.2020783835,0.9504635968280076,128070000,18797.9656093834,0.00025722028639324983,4.079223048563296,0.017962154521389273,-0.7282468324523284,4.060531535093204,0.30000000000000004,1.0,10,2010
JPN,Japan,2011,0.5,1.2,2.7,33.0,33011.1342301291,0.9478740273161114,127833000,18734.0408570777,0.00025823640398120283,0.20925180284419032,-0.18505504802061035,-0.2724533081054803,0.3950378884189254,0.7,1.5000000000000002,11,2010
JPN,Japan,2012,1.5,1.5,2.4,32.5,33518.4449368599,0.9474563431182867,127629000,19144.6247794758,0.00026262405046548903,1.5367866586897927,-0.15958320621435318,-0.044065370058432585,1.699081313340156,0.0,0.8999999999999999,12,2010
JPN,Japan,2013,1.0,1.2,3.7,31.5,34239.8862473488,0.9506306705071376,127445000,19671.9196480316,0.0002686640217140633,2.1523710656860873,-0.14416786153617078,0.33503679741100356,2.299854578386351,0.19999999999999996,2.5,13,2010
JPN,Japan,2014,0.7,0.9,1.7,31.3,34386.9058552671,0.9768607305282118,127276000,19519.4606944528,0.00027017588434007274,0.4293811225196009,-0.1326062222919644,2.759227198832237,0.5627335645330689,0.20000000000000007,0.7999999999999999,14,2010
JPN,Japan,2015,0.4,0.6,2.0,30.7,34960.6393843385,0.984629511578518,127141000,19497.8271021974,0.0002749753374941089,1.6684651171763543,-0.10606870109054478,0.7952803104394945,1.7764180418097686,0.19999999999999996,1.4,15,2010
JPN,Japan,2016,0.7,1.2,2.6,31.8,35242.199377148,0.9833764589850432,127076000,19424.5655540307,0.00027733167063133873,0.805362824501521,-0.05112434226567375,-0.12726132811781143,0.8569252641722258,0.5,1.4000000000000001,16,2010
JPN,Japan,2017,0.6,1.2,2.0,31.8,35861.9728545672,0.9881379863256284,126972000,19645.0667658179,0.0002824400092506001,1.7586118016830632,-0.0818407881897465,0.4842018839356532,1.8419600645077194,0.6,0.8,17,2010
JPN,Japan,2018,1.0,1.7,3.2,32.9,36138.5290824814,0.997911579010876,126811000,19715.4032422305,0.00028497945038270654,0.771168471505268,-0.1267996093626933,0.9890918900497425,0.8991081464854611,0.7,1.5000000000000002,18,2010
JPN,Japan,2019,1.2,1.7,3.7,33.0,36043.7844013518,1.002589569511896,126633000,19619.9766306596,0.00028463184479047166,-0.2621708285729052,-0.14036637200243174,0.4687780560334698,-0.12197566939232685,0.5,2.0,19,2010
JPN,Japan,2020,1.2,1.5,3.2,32.3,34642.9718743239,1.0023389589932012,126261000,18803.0146380464,0.0002743758712058664,-3.886419115788964,-0.29376228945061644,-0.02499632215571257,-3.6032417919207527,0.30000000000000004,1.7000000000000002,20,2020
KIR,Kiribati,2006,21.3,40.0,82.7,37.0,1419.38723031361,0.7648163446373455,100017,1318.05835627477,0.014191459754977754,29.29664162066703,23.899937010708182,25.79074296782298,4.355696007732779,18.7,42.7,6,2000
KIR,Kiribati,2019,6.1,22.0,74.9,27.8,1835.2200203881,0.9620681622586624,123921,1749.64760389087,0.014809596600964325,29.29664162066703,23.899937010708182,25.79074296782298,4.355696007732779,15.9,52.900000000000006,19,2010
KOR,"Korea, Rep.",2006,0.5,0.7,2.7,31.7,22196.2077459266,0.742267314153297,48438292,11825.2584289798,0.00045823679633308703,7.6177508665911775,1.2725799662795634,7.32694022154361,6.265438189117267,0.19999999999999996,2.0,6,2000
KOR,"Korea, Rep.",2008,0.5,0.7,2.2,32.3,23887.0595538423,0.7966527965453664,49054708,12493.1755939252,0.0004869473395671278,7.6177508665911775,1.2725799662795634,7.32694022154361,6.265438189117267,0.19999999999999996,1.5000000000000002,8,2000
KOR,"Korea, Rep.",2010,0.5,1.0,2.7,32.0,25455.6174843658,0.8426738384464538,49554112,12938.5313464423,0.0005136933436394905,6.5665592995567845,1.0180551885050404,5.7768003954363545,5.492586548709477,0.5,1.7000000000000002,10,2010
KOR,"Korea, Rep.",2012,0.5,0.7,2.2,31.6,26680.275444870505,0.8957714452944131,50199853,13366.0493913069,0.0005314811468645238,4.8109536578983425,1.3031027576480447,6.301086425781244,3.4627279962414104,0.19999999999999996,1.5000000000000002,12,2010
KOR,"Korea, Rep.",2014,0.2,0.5,2.0,31.2,28100.0102759544,0.9189962157083528,50746659,13719.8366492496,0.0005537312372811459,5.3212900069847135,1.0892581697400594,2.5927116270497264,4.186430797759555,0.3,1.5,14,2010
KOR,"Korea, Rep.",2016,0.2,0.5,1.2,35.2,29467.124342556,0.9344802317661652,51217803,14254.2527745438,0.0005753297216312851,4.865172835084186,0.9284236820398473,1.6848835493710412,3.900535656284987,0.3,0.7,16,2010
KOR,"Korea, Rep.",2017,0.2,0.2,1.2,34.9,30312.8888500809,0.952649614916726,51361911,14608.7148625892,0.0005901822626903602,2.8701969615116507,0.2813631033724784,1.9443303916895749,2.581570271906397,0.0,1.0,17,2010
KOR,"Korea, Rep.",2018,0.2,0.2,1.0,33.7,31059.2668087927,0.9667092015338784,51585058,15008.1272428782,0.0006020981271125585,2.462246216133268,0.43446008073959597,1.475840266663142,2.0190143241308967,0.0,0.8,18,2010
KOR,"Korea, Rep.",2019,0.2,0.2,0.5,33.2,31645.9498343307,0.9704117151413711,51764822,15271.9595221996,0.0006113408413600011,1.8889146004306578,0.3484807558033598,0.38300179636419074,1.5350843710089768,0.0,0.3,19,2010
KOR,"Korea, Rep.",2020,0.0,0.2,0.5,32.7,31378.1579340648,0.9756255795022056,51836239,14515.4236444203,0.0006053324573579653,-0.8462122377991932,0.1379643496117966,0.5372837404456599,-0.9828206452998423,0.2,0.3,20,2020
KOR,"Korea, Rep.",2021,0.2,0.2,0.5,32.9,32771.0724243229,1.0,51769539,15054.0224876258,0.0006330184324091218,4.439121293178028,-0.12867445880863082,2.4983375805122776,4.573680911146694,0.0,0.3,21,2020
LAO,Lao PDR,2002,43.1,68.5,93.6,32.6,994.492241963795,0.3523655831813812,5610889,657.361932825086,0.00017724325716723233,30.829172978707533,7.937191414765121,70.62443909029083,21.208613327705073,25.4,25.099999999999994,2,2000
LAO,Lao PDR,2007,36.0,61.1,90.2,35.4,1301.08597549864,0.6012217998504639,6056236,871.104200174486,0.00021483409422926055,30.829172978707533,7.937191414765121,70.62443909029083,21.208613327705073,25.1,29.1,7,2000
LAO,Lao PDR,2012,21.7,43.2,82.5,36.0,1774.63585203672,0.768960177898407,6518978,1374.16004009223,0.0002722260839101958,36.39650918200026,7.640752440955079,27.8995834964173,26.714563108260304,21.500000000000004,39.3,12,2010
LAO,Lao PDR,2018,15.7,35.0,75.3,38.8,2459.97874636195,0.8998957872390747,7128045,1374.16004009223,0.0003451126846648625,38.618790076773955,9.342982903148322,17.027618998231997,26.774289850457976,19.3,40.3,18,2010
MHL,Marshall Islands,2019,2.1,6.7,36.5,35.5,5165.25507556805,0.9812687229372246,44007,3880.4945052226126,0.1173734877534949,,,,,4.6,29.8,19,2010
MMR,Myanmar,2015,18.2,40.6,82.5,38.1,1181.394576525,0.664841037,51089056,,2.3124220117220408e-05,10.743283560798478,1.5774063235774127,16.71635591290974,9.023539356796473,22.400000000000002,41.9,15,2010
MMR,Myanmar,2017,10.3,29.1,79.8,30.7,1308.315145852975,0.775978231,51894938,,2.521084322045004e-05,10.743283560798478,1.5774063235774127,16.71635591290974,9.023539356796473,18.8,50.699999999999996,17,2010
MNG,Mongolia,2002,18.7,37.0,78.3,32.9,1680.65335337555,0.2057617313742683,2449027,1512.23633772482,0.0006862535012376548,43.02319736302553,6.240151701063312,67.57695331309614,34.62254625300396,18.3,41.3,2,2000
MNG,Mongolia,2007,4.0,14.3,53.2,35.8,2403.72416258662,0.3448092405212759,2601850,1512.23633772482,0.0009238519371165209,43.02319736302553,6.240151701063312,67.57695331309614,34.62254625300396,10.3,38.900000000000006,7,2000
MNG,Mongolia,2010,3.5,12.1,51.5,33.1,2611.67326563924,0.4584416899888803,2738622,1512.23633772482,0.0009536450322969874,8.651121717262612,5.256721179160984,32.95516364231339,3.2248777085920333,8.6,39.4,10,2010
MNG,Mongolia,2011,2.2,8.5,46.5,33.9,3010.81642672623,0.497002214141292,2786317,1721.59837183285,0.0010805721053010946,15.283043493164318,1.7415693001809007,8.411216735839844,13.309676945349945,6.3,38.0,11,2010
MNG,Mongolia,2012,1.1,5.6,36.7,33.8,3318.16496597089,0.568224295338971,2839705,1908.85562948927,0.001168489320535369,10.208146086769275,1.9160777470761614,14.330334789500832,8.13617294051625,4.5,31.1,12,2010
MNG,Mongolia,2014,0.8,4.0,30.6,32.0,3830.35892049593,0.7047695256035095,2963113,2244.68628800156,0.0012926806775495668,15.436060587035128,4.345803525366199,24.030164036383404,10.6283690258544,3.2,26.6,14,2010
MNG,Mongolia,2016,1.9,8.1,44.7,32.3,3817.91962716702,0.750657135198327,3088856,2369.60780720573,0.0012360303060961792,-0.3247552928355768,4.24361136412954,6.511009333941198,-4.382394851045146,6.199999999999999,36.6,16,2010
MNG,Mongolia,2018,1.7,6.7,41.1,32.7,4183.85566447661,0.8363763435805571,3208189,2658.66018772207,0.0013041175767626566,9.58469724469091,3.863339695990997,11.41922248691911,5.508543789797593,5.0,34.4,18,2010
MNG,Mongolia,2022,0.4,2.3,24.4,31.4,4205.88554513551,1.151479526538077,3433748,2729.77622482087,0.001224867271895174,0.5265449486211216,7.030726681002886,37.67480816214288,-6.076929433327138,1.9,22.099999999999998,22,2020
MYS,Malaysia,2003,3.2,8.4,30.4,46.4,6732.92049458099,0.6843858943307879,24679602,2837.90798750543,0.00027281317156496244,10.944584866748365,7.043496892697054,8.44431604211957,3.6443951172128175,5.2,22.0,3,2000
MYS,Malaysia,2006,1.7,5.0,24.7,44.8,7469.8106921211,0.7421776021957661,26417909,3387.62343884211,0.0002827555614685894,10.944584866748365,7.043496892697054,8.44431604211957,3.6443951172128175,3.3,19.7,6,2000
MYS,Malaysia,2008,1.5,5.4,24.2,45.5,7976.11785374773,0.7961925161129042,27570059,3897.66188699704,0.00028930361932659373,6.778045421695422,4.361246001718011,7.2778959857226155,2.3158016146507476,3.9000000000000004,18.799999999999997,8,2000
MYS,Malaysia,2011,0.4,1.9,14.7,43.9,8400.32248683558,0.8384453888580059,29162039,4231.3468916647,0.0002880567606001617,5.318434868518507,5.774307555888791,5.306866353301665,-0.43098621764025014,1.5,12.799999999999999,11,2010
MYS,Malaysia,2013,0.1,0.6,7.7,41.3,8964.80724896203,0.8703365205947697,30174265,4751.85706228808,0.0002971010975399742,6.719798710240865,3.4710398679598464,3.803602734365419,3.139775966711844,0.5,7.1000000000000005,13,2010
MYS,Malaysia,2015,0.1,0.4,5.7,41.1,9648.6797937523,0.9357438075198472,31232798,5206.60772479137,0.00030892780703644615,7.628413258628086,3.5080655651430037,7.515172048666829,3.980702055427665,0.30000000000000004,5.3,15,2010
MYS,Malaysia,2018,0.0,0.2,4.2,41.2,10610.1950240479,0.983557465876058,32910967,6037.75090468222,0.00032239086211134117,9.965251732347857,5.373098497291218,5.109695407222525,4.357993928758486,0.2,4.0,18,2010
MYS,Malaysia,2021,0.0,0.1,2.9,40.7,10388.2667120857,1.015542007011224,34282399,6102.80522720758,0.0003030204132472089,-2.0916515809483394,4.167097247552776,3.251923984601879,-6.008374039287279,0.1,2.8,21,2020
NRU,Nauru,2012,9.7,21.7,68.5,32.4,6671.36569451567,0.7449175829055574,10267,,0.649787249879777,,,,,12.0,46.8,12,2010
PHL,Philippines,2000,25.9,42.8,73.4,47.7,1793.34761146436,0.4613959570778019,79625397,1353.93448389958,2.2522306688962063e-05,5.546833633939174,6.413076973418419,10.729421312592159,-0.8140384284683444,16.9,30.60000000000001,0,2000
PHL,Philippines,2003,24.3,41.0,73.0,46.6,1892.82161995051,0.5109010732319461,84731835,1464.71770069679,2.2338966457536415e-05,5.546833633939174,6.413076973418419,10.729421312592159,-0.8140384284683444,16.7,32.0,3,2000
PHL,Philippines,2006,26.1,42.8,72.5,47.2,2110.42044781284,0.6018862368384781,89508986,1597.81942848556,2.3577749476603834e-05,11.496002875750078,5.637964762594838,17.80876345218112,5.545390926756566,16.699999999999996,29.700000000000003,6,2000
PHL,Philippines,2009,22.0,38.9,71.0,46.3,2256.72554835463,0.6985391155864323,94384250,1691.101579167,2.390998019642716e-05,6.93250961880203,5.44667548797837,16.058330101655404,1.4090857999530249,16.9,32.1,9,2000
PHL,Philippines,2012,21.3,38.1,69.9,46.5,2533.74141964959,0.7821592363015191,100175512,1860.6244784853,2.5293021907884933e-05,12.275124527080017,6.135835163176062,11.970714144602557,5.78436995804974,16.8,31.800000000000004,12,2010
PHL,Philippines,2015,14.6,30.7,65.8,44.6,2909.85818010301,0.8368315309700505,105312992,2108.85826256115,2.7630571735185438e-05,14.844323005361604,5.128478904105815,6.98991869316179,9.241876418775362,16.1,35.099999999999994,15,2010
PHL,Philippines,2018,8.3,21.8,60.2,42.3,3410.93647976109,0.917769456795384,109465287,2436.22575046033,3.115998297945439e-05,17.22002477936371,3.9428136274012537,9.671949828600601,12.773572975960224,13.5,38.400000000000006,18,2010
PHL,Philippines,2021,8.1,21.3,62.3,40.7,3350.97587587776,1.0,113100950,2394.39904978791,2.962818504953106e-05,-1.757892714775211,3.321293078051313,8.95982565074065,-4.915913885233292,13.200000000000001,41.0,21,2020
PHL,Philippines,2023,5.3,16.9,58.7,39.3,3744.69763802928,1.1214717408508463,114891199,2693.80305972909,3.259342465413108e-05,11.749465729841702,1.5828770669034986,12.147174085084632,10.008171609711724,11.599999999999998,41.800000000000004,23,2020
PNG,Papua New Guinea,2009,52.2,69.4,92.1,41.9,2003.24109727039,0.5743883973349854,7406438,,0.0002704729449258051,,,,,17.200000000000003,22.69999999999999,9,2000
SLB,Solomon Islands,2005,62.2,75.9,92.6,46.1,1755.72812344484,0.5068053512784731,483080,1179.75908120629,0.0036344458960106815,19.94497104091706,18.739339239877452,70.91037174214094,1.0153600388528305,13.700000000000003,16.69999999999999,5,2000
SLB,Solomon Islands,2012,40.3,62.9,90.7,37.1,2105.90758922315,0.8661829098791017,573606,1329.5779288808,0.0036713486072725006,19.94497104091706,18.739339239877452,70.91037174214094,1.0153600388528305,22.6,27.800000000000004,12,2010
